# Note:  GroundTruthClusterID ObtainedClusterIDs dont correspond, they just denote grouping of nodes.
# Node GroundTruthClusterID ObtainedClusterID_pivot ObtainedClusterID_density ObtainedClusterID_vote
2393 9 103 503 1003
2394 9 103 503 1003
2395 9 103 503 1003
2396 9 103 503 1003
2397 9 103 503 1003
2398 9 103 503 1003
2399 9 103 503 1003
2400 9 103 503 1003
2401 9 103 503 1003
2402 9 103 503 1003
2403 9 103 503 1003
2404 9 103 503 1003
2405 9 103 503 1003
2406 9 103 503 1003
2407 9 103 503 1003
2408 9 103 503 1003
2409 9 103 503 1003
2410 9 103 503 1003
2411 9 103 503 1003
2412 9 103 503 1003
2413 9 103 503 1003
2414 9 103 503 1003
2415 9 103 503 1003
2416 9 103 503 1003
2417 9 103 503 1003
2418 9 103 503 1003
2419 9 103 503 1003
2420 9 103 503 1003
2421 9 103 503 1003
2422 9 103 503 1003
2423 9 103 503 1003
2424 9 103 503 1003
2425 9 103 503 1003
2426 9 103 503 1003
2427 9 103 503 1003
2428 9 103 503 1003
2429 9 103 503 1003
2430 9 103 503 1003
2431 9 103 503 1003
2432 9 103 503 1003
2433 9 103 503 1003
2434 9 103 503 1003
2435 9 103 503 1003
2436 9 103 503 1003
2437 9 103 503 1003
2438 9 103 503 1003
2439 9 103 503 1003
2440 9 103 503 1003
2441 9 103 503 1003
2442 9 103 503 1003
2443 9 103 503 1003
2444 9 103 503 1003
2445 9 103 503 1003
2446 9 103 503 1003
2447 9 103 503 1003
2448 9 103 503 1003
2449 9 103 503 1003
2450 9 103 503 1003
2451 9 103 503 1003
2452 9 103 503 1003
2453 9 103 503 1003
2454 9 103 503 1003
2455 9 103 503 1003
2456 9 103 503 1003
2457 9 103 503 1003
2458 9 102 500 1002
2459 9 103 503 1003
2460 9 103 503 1003
2461 9 103 503 1003
2462 9 103 503 1003
2463 9 103 503 1003
2464 9 103 503 1003
2465 9 103 503 1003
2466 9 103 503 1003
2467 9 103 503 1003
2468 9 103 503 1003
2469 9 103 503 1003
2470 9 103 503 1003
2471 9 103 503 1003
2472 9 103 503 1003
2473 9 103 503 1003
2474 9 103 503 1003
2475 9 103 503 1003
2476 9 103 503 1003
2477 9 103 503 1003
2478 9 103 503 1003
2479 9 103 503 1003
2480 9 103 503 1003
2481 9 103 503 1003
2482 9 103 503 1003
2483 9 103 503 1003
2484 9 103 503 1003
2485 9 103 503 1003
2486 9 102 500 1002
2487 9 103 503 1003
2488 9 103 503 1003
2489 9 103 503 1003
2490 9 103 503 1003
2491 9 103 503 1003
2492 9 103 503 1003
2493 9 103 503 1003
2494 9 103 503 1003
2495 9 103 503 1003
2496 9 103 503 1003
2497 9 103 503 1003
2498 9 103 503 1003
2499 9 103 503 1003
2500 9 103 503 1003
